date,country,cases,deaths
2020-06-01,Denmark,12,3
2020-06-02,Denmark,20,2
2020-06-03,Denmark,46,4
2020-06-04,Denmark,52,0
2020-06-05,Denmark,44,2
2020-06-06,Denmark,34,4
2020-06-07,Denmark,18,1
2020-06-08,Denmark,14,2
2020-06-09,Denmark,42,4
2020-06-10,Denmark,30,0
2020-06-11,Denmark,80,0
2020-06-12,Denmark,48,0
2020-06-13,Denmark,56,1
2020-06-14,Denmark,27,3
2020-06-15,Denmark,18,0
2020-06-16,Denmark,40,1
2020-06-17,Denmark,46,0
2020-06-18,Denmark,74,0
2020-06-19,Denmark,44,2
2020-06-20,Denmark,42,0
2020-06-21,Denmark,38,0
2020-06-22,Denmark,32,0
2020-06-23,Denmark,46,2
2020-06-24,Denmark,20,1
2020-06-25,Denmark,47,0
2020-06-26,Denmark,31,0
2020-06-27,Denmark,21,1
2020-06-28,Denmark,20,0
2020-06-29,Denmark,11,0
2020-06-30,Denmark,27,1
2020-07-01,Denmark,24,0
2020-07-02,Denmark,10,1
2020-07-03,Denmark,16,0
2020-07-04,Denmark,18,0
2020-07-05,Denmark,13,0
2020-07-06,Denmark,11,0
2020-07-07,Denmark,10,1
2020-07-08,Denmark,14,2
2020-07-09,Denmark,25,0
2020-07-10,Denmark,41,0
2020-07-11,Denmark,35,0
2020-07-12,Denmark,24,0
2020-07-13,Denmark,22,0
2020-07-14,Denmark,32,1
2020-07-15,Denmark,33,0
2020-07-16,Denmark,41,0
2020-07-17,Denmark,53,0
2020-07-18,Denmark,32,1
2020-07-19,Denmark,43,0
2020-07-20,Denmark,28,0
2020-07-21,Denmark,32,0
2020-07-22,Denmark,36,0
2020-07-23,Denmark,34,0
2020-07-24,Denmark,51,1
2020-07-25,Denmark,36,1
2020-07-26,Denmark,26,0
2020-07-27,Denmark,23,0
2020-07-28,Denmark,62,0
2020-07-29,Denmark,77,0
2020-07-30,Denmark,59,1
2020-07-31,Denmark,85,1
2020-08-01,Denmark,58,0
2020-08-02,Denmark,64,0
2020-08-03,Denmark,77,0
2020-08-04,Denmark,117,1
2020-08-05,Denmark,122,0
2020-08-06,Denmark,116,0
2020-08-07,Denmark,170,1
2020-08-08,Denmark,143,0
2020-08-09,Denmark,89,0
2020-08-10,Denmark,129,0
2020-08-11,Denmark,153,3
2020-08-12,Denmark,136,1
2020-08-13,Denmark,159,0
2020-08-14,Denmark,116,0
2020-08-15,Denmark,110,0
2020-08-16,Denmark,126,0
2020-08-17,Denmark,90,0
2020-08-18,Denmark,96,0
2020-08-19,Denmark,112,0
2020-08-20,Denmark,86,0
2020-08-21,Denmark,81,0
2020-08-22,Denmark,83,0
2020-08-23,Denmark,88,0
2020-08-24,Denmark,73,0
2020-08-25,Denmark,72,2
2020-08-26,Denmark,80,0
2020-08-27,Denmark,80,0
2020-08-28,Denmark,69,1
2020-08-29,Denmark,107,0
2020-08-30,Denmark,82,0
2020-08-31,Denmark,103,0
2020-09-01,Denmark,119,0
2020-09-02,Denmark,198,1
2020-09-03,Denmark,155,1
2020-09-04,Denmark,192,0
2020-09-05,Denmark,200,1
2020-09-06,Denmark,197,0
2020-09-07,Denmark,222,0
2020-09-08,Denmark,295,1
2020-09-09,Denmark,327,0
2020-09-10,Denmark,291,0
2020-09-11,Denmark,367,1
2020-09-12,Denmark,346,0
2020-09-13,Denmark,301,0
2020-09-14,Denmark,296,0
2020-09-15,Denmark,378,4
2020-09-16,Denmark,435,0
2020-09-17,Denmark,550,0
2020-09-18,Denmark,515,2
2020-09-19,Denmark,475,0
2020-09-20,Denmark,416,0
2020-09-21,Denmark,408,0
2020-09-22,Denmark,534,5
2020-09-23,Denmark,585,1
2020-09-24,Denmark,649,2
2020-09-25,Denmark,598,2
2020-09-26,Denmark,488,2
2020-09-27,Denmark,393,1
2020-09-28,Denmark,357,1
2020-09-29,Denmark,482,0
2020-09-30,Denmark,449,1
2020-10-01,Denmark,434,0
2020-10-02,Denmark,427,1
2020-10-03,Denmark,366,1
2020-10-04,Denmark,338,2
2020-10-05,Denmark,306,4
2020-10-06,Denmark,426,1
2020-10-07,Denmark,427,4
2020-10-08,Denmark,452,0
2020-10-09,Denmark,417,2
2020-10-10,Denmark,410,0
2020-10-11,Denmark,281,2
2020-10-12,Denmark,255,2
2020-10-13,Denmark,454,2
2020-10-14,Denmark,420,3
2020-10-15,Denmark,469,1
2020-10-16,Denmark,446,2
2020-10-17,Denmark,465,0
2020-10-18,Denmark,431,2
2020-10-19,Denmark,455,1
2020-10-20,Denmark,684,6
2020-10-21,Denmark,778,2
2020-10-22,Denmark,844,2
2020-10-23,Denmark,865,4
2020-10-24,Denmark,859,3
2020-10-25,Denmark,819,3
2020-10-26,Denmark,917,2
2020-10-27,Denmark,999,6
2020-10-28,Denmark,1226,1
2020-10-29,Denmark,1198,6
2020-10-30,Denmark,1007,1
2020-10-31,Denmark,1068,3
2020-11-01,Denmark,973,2
2020-11-02,Denmark,952,2
2020-11-03,Denmark,1260,1
2020-11-04,Denmark,1250,4
2020-11-05,Denmark,1234,1
2020-11-06,Denmark,1022,4
2020-11-07,Denmark,951,5
2020-11-08,Denmark,842,2
2020-11-09,Denmark,737,3
2020-11-10,Denmark,1037,4
2020-11-11,Denmark,1048,3
2020-11-12,Denmark,1086,3
2020-11-13,Denmark,1048,2
2020-11-14,Denmark,1144,1
2020-11-15,Denmark,1045,1
2020-11-16,Denmark,989,3
2020-11-17,Denmark,1248,4
2020-11-18,Denmark,1322,4
2020-11-19,Denmark,1319,2
2020-11-20,Denmark,1217,3
2020-11-21,Denmark,1211,5
2020-11-22,Denmark,994,3
2020-11-23,Denmark,1008,3
2020-11-24,Denmark,1175,5
2020-11-25,Denmark,1312,8
2020-11-26,Denmark,1301,5
2020-11-27,Denmark,1250,9
2020-11-28,Denmark,1299,5
2020-11-29,Denmark,1151,7
2020-11-30,Denmark,1173,6
2020-12-01,Denmark,1514,8
2020-12-02,Denmark,1693,9
2020-12-03,Denmark,1864,6
2020-12-04,Denmark,1898,6
2020-12-05,Denmark,2002,9
2020-12-06,Denmark,1712,11
2020-12-07,Denmark,1969,7
2020-12-08,Denmark,2727,9
2020-12-09,Denmark,3097,7
2020-12-10,Denmark,3165,3
2020-12-11,Denmark,3248,14
2020-12-12,Denmark,3248,9
2020-12-13,Denmark,3070,8
2020-12-14,Denmark,3160,6
2020-12-15,Denmark,3933,9
2020-12-16,Denmark,4232,11
2020-12-17,Denmark,4329,14
2020-12-18,Denmark,3557,17
2020-12-19,Denmark,3095,15
2020-12-20,Denmark,2740,12
2020-12-21,Denmark,2442,16
2020-12-22,Denmark,3056,18
2020-12-23,Denmark,2823,17
2020-12-24,Denmark,3024,26
2020-12-25,Denmark,1468,18
2020-12-26,Denmark,1583,20
2020-12-27,Denmark,2682,19
2020-12-28,Denmark,2184,21
2020-12-29,Denmark,3054,30
2020-12-30,Denmark,2468,22
2020-12-31,Denmark,2763,30
2021-01-01,Denmark,1222,42
2021-01-02,Denmark,1183,24
2021-01-03,Denmark,2028,23
2021-01-04,Denmark,1654,29
2021-01-05,Denmark,2460,15
2021-01-06,Denmark,1913,31
2021-01-07,Denmark,1646,30
2021-01-08,Denmark,1576,37
2021-01-09,Denmark,1423,30
2021-01-10,Denmark,1190,25
2021-01-11,Denmark,987,28
2021-01-12,Denmark,1337,27
2021-01-13,Denmark,1247,26
2021-01-14,Denmark,1103,37
2021-01-15,Denmark,998,43
2021-01-16,Denmark,846,17
2021-01-17,Denmark,718,27
2021-01-18,Denmark,668,28
2021-01-19,Denmark,913,30
2021-01-20,Denmark,908,32
2021-01-21,Denmark,771,35
2021-01-22,Denmark,857,37
2021-01-23,Denmark,709,32
2021-01-24,Denmark,600,28
2021-01-25,Denmark,507,14
2021-01-26,Denmark,715,27
2021-01-27,Denmark,676,20
2021-01-28,Denmark,545,20
2021-01-29,Denmark,501,21
2021-01-30,Denmark,399,13
2021-01-31,Denmark,353,22
2021-02-01,Denmark,378,19
2021-02-02,Denmark,495,20
2021-02-03,Denmark,482,15
2021-02-04,Denmark,425,10
2021-02-05,Denmark,439,14
2021-02-06,Denmark,403,17
2021-02-07,Denmark,425,14
2021-02-08,Denmark,384,1
2021-02-09,Denmark,435,0
2021-02-10,Denmark,455,28
2021-02-11,Denmark,445,11
2021-02-12,Denmark,366,14
2021-02-13,Denmark,313,11
2021-02-14,Denmark,331,4
2021-02-15,Denmark,338,8
2021-02-16,Denmark,397,9
2021-02-17,Denmark,513,7
2021-02-18,Denmark,497,8
2021-02-19,Denmark,548,3
2021-02-20,Denmark,457,8
2021-02-21,Denmark,430,6
2021-02-22,Denmark,469,5
2021-02-23,Denmark,608,5
2021-02-24,Denmark,612,0
2021-02-25,Denmark,539,2
2021-02-26,Denmark,538,6
2021-02-27,Denmark,500,2
2021-02-28,Denmark,425,5
2021-03-01,Denmark,471,3
2021-03-02,Denmark,587,4
2021-03-03,Denmark,591,2
2021-03-04,Denmark,539,3
2021-03-05,Denmark,479,4
2021-03-06,Denmark,464,3
2021-03-07,Denmark,447,0
2021-03-08,Denmark,454,2
2021-03-09,Denmark,594,2
2021-03-10,Denmark,635,0
2021-03-11,Denmark,1163,1
2021-03-12,Denmark,578,2
2021-03-13,Denmark,480,3
2021-03-14,Denmark,461,3
2021-03-15,Denmark,486,1
2021-03-16,Denmark,634,2
2021-03-17,Denmark,740,2
2021-03-18,Denmark,659,1
2021-03-19,Denmark,644,1
2021-03-20,Denmark,638,0
2021-03-21,Denmark,577,2
2021-03-22,Denmark,562,1
2021-03-23,Denmark,775,2
2021-03-24,Denmark,798,1
2021-03-25,Denmark,863,2
2021-03-26,Denmark,814,4
2021-03-27,Denmark,789,2
2021-03-28,Denmark,416,2
2021-03-29,Denmark,964,1
2021-03-30,Denmark,679,1
2021-03-31,Denmark,1210,2
2021-04-01,Denmark,701,2
2021-04-02,Denmark,662,4
2021-04-03,Denmark,708,1
2021-04-04,Denmark,745,4
2021-04-05,Denmark,600,1
2021-04-06,Denmark,479,1
2021-04-07,Denmark,520,2
2021-04-08,Denmark,614,3
2021-04-09,Denmark,717,1
2021-04-10,Denmark,698,0
2021-04-11,Denmark,755,3
2021-04-12,Denmark,691,2
2021-04-13,Denmark,514,2
2021-04-14,Denmark,563,3
2021-04-15,Denmark,663,1
2021-04-16,Denmark,798,2
2021-04-17,Denmark,677,3
2021-04-18,Denmark,724,0
2021-04-19,Denmark,902,3
2021-04-20,Denmark,741,4
2021-04-21,Denmark,691,4
2021-04-22,Denmark,803,2
2021-04-23,Denmark,893,2
2021-04-24,Denmark,702,5
2021-04-25,Denmark,547,2
2021-04-26,Denmark,612,1
2021-04-27,Denmark,704,2
2021-04-28,Denmark,624,2
2021-04-29,Denmark,835,2
2021-04-30,Denmark,769,2
2021-05-01,Denmark,874,2
2021-05-02,Denmark,617,4
2020-01-03,Estonia,0,0
2020-01-04,Estonia,0,0
2020-01-05,Estonia,0,0
2020-01-06,Estonia,0,0
2020-01-07,Estonia,0,0
2020-01-08,Estonia,0,0
2020-01-09,Estonia,0,0
2020-01-10,Estonia,0,0
2020-01-11,Estonia,0,0
2020-01-12,Estonia,0,0
2020-01-13,Estonia,0,0
2020-01-14,Estonia,0,0
2020-01-15,Estonia,0,0
2020-01-16,Estonia,0,0
2020-01-17,Estonia,0,0
2020-01-18,Estonia,0,0
2020-01-19,Estonia,0,0
2020-01-20,Estonia,0,0
2020-01-21,Estonia,0,0
2020-01-22,Estonia,0,0
2020-01-23,Estonia,0,0
2020-01-24,Estonia,0,0
2020-01-25,Estonia,0,0
2020-01-26,Estonia,0,0
2020-01-27,Estonia,0,0
2020-01-28,Estonia,0,0
2020-01-29,Estonia,0,0
2020-01-30,Estonia,0,0
2020-01-31,Estonia,0,0
2020-02-01,Estonia,0,0
2020-02-02,Estonia,0,0
2020-02-03,Estonia,0,0
2020-02-04,Estonia,0,0
2020-02-05,Estonia,0,0
2020-02-06,Estonia,0,0
2020-02-07,Estonia,0,0
2020-02-08,Estonia,0,0
2020-02-09,Estonia,0,0
2020-02-10,Estonia,0,0
2020-02-11,Estonia,0,0
2020-02-12,Estonia,0,0
2020-02-13,Estonia,0,0
2020-02-14,Estonia,0,0
2020-02-15,Estonia,0,0
2020-02-16,Estonia,0,0
2020-02-17,Estonia,0,0
2020-02-18,Estonia,0,0
2020-02-19,Estonia,0,0
2020-02-20,Estonia,0,0
2020-02-21,Estonia,0,0
2020-02-22,Estonia,0,0
2020-02-23,Estonia,0,0
2020-02-24,Estonia,0,0
2020-02-25,Estonia,0,0
2020-02-26,Estonia,0,0
2020-02-27,Estonia,0,0
2020-02-28,Estonia,1,0
2020-02-29,Estonia,0,0
2020-03-01,Estonia,0,0
2020-03-02,Estonia,0,0
2020-03-03,Estonia,0,0
2020-03-04,Estonia,1,0
2020-03-05,Estonia,0,0
2020-03-06,Estonia,3,0
2020-03-07,Estonia,5,0
2020-03-08,Estonia,0,0
2020-03-09,Estonia,0,0
2020-03-10,Estonia,0,0
2020-03-11,Estonia,3,0
2020-03-12,Estonia,3,0
2020-03-13,Estonia,11,0
2020-03-14,Estonia,52,0
2020-03-15,Estonia,36,0
2020-03-16,Estonia,56,0
2020-03-17,Estonia,34,0
2020-03-18,Estonia,20,0
2020-03-19,Estonia,33,0
2020-03-20,Estonia,9,0
2020-03-21,Estonia,16,0
2020-03-22,Estonia,23,0
2020-03-23,Estonia,20,0
2020-03-24,Estonia,26,0
2020-03-25,Estonia,17,0
2020-03-26,Estonia,35,1
2020-03-27,Estonia,134,0
2020-03-28,Estonia,37,0
2020-03-29,Estonia,65,0
2020-03-30,Estonia,39,2
2020-03-31,Estonia,36,0
2020-04-01,Estonia,30,1
2020-04-02,Estonia,34,1
2020-04-03,Estonia,79,6
2020-04-04,Estonia,103,1
2020-04-05,Estonia,57,1
2020-04-06,Estonia,79,2
2020-04-07,Estonia,11,4
2020-04-08,Estonia,41,2
2020-04-09,Estonia,36,3
2020-04-10,Estonia,22,0
2020-04-11,Estonia,51,0
2020-04-12,Estonia,46,0
2020-04-13,Estonia,5,1
2020-04-14,Estonia,23,3
2020-04-15,Estonia,41,3
2020-04-16,Estonia,29,4
2020-04-17,Estonia,32,1
2020-04-18,Estonia,25,2
2020-04-19,Estonia,53,0
2020-04-20,Estonia,16,2
2020-04-21,Estonia,7,0
2020-04-22,Estonia,17,3
2020-04-23,Estonia,7,1
2020-04-24,Estonia,33,1
2020-04-25,Estonia,13,1
2020-04-26,Estonia,30,0
2020-04-27,Estonia,8,3
2020-04-28,Estonia,4,1
2020-04-29,Estonia,13,0
2020-04-30,Estonia,6,0
2020-05-01,Estonia,23,2
2020-05-02,Estonia,5,0
2020-05-03,Estonia,5,1
2020-05-04,Estonia,1,2
2020-05-05,Estonia,3,0
2020-05-06,Estonia,8,0
2020-05-07,Estonia,2,0
2020-05-08,Estonia,7,1
2020-05-09,Estonia,5,0
2020-05-10,Estonia,8,4
2020-05-11,Estonia,6,0
2020-05-12,Estonia,2,1
2020-05-13,Estonia,5,0
2020-05-14,Estonia,5,0
2020-05-15,Estonia,7,1
2020-05-16,Estonia,8,1
2020-05-17,Estonia,4,0
2020-05-18,Estonia,4,0
2020-05-19,Estonia,10,0
2020-05-20,Estonia,7,0
2020-05-21,Estonia,3,0
2020-05-22,Estonia,6,0
2020-05-23,Estonia,7,0
2020-05-24,Estonia,14,0
2020-05-25,Estonia,2,0
2020-05-26,Estonia,1,0
2020-05-27,Estonia,10,0
2020-05-28,Estonia,6,0
2020-05-29,Estonia,11,0
2020-05-30,Estonia,8,0
2020-05-31,Estonia,6,0
2020-06-01,Estonia,4,0
2020-06-02,Estonia,1,0
2020-06-03,Estonia,0,0
2020-06-04,Estonia,10,0
2020-06-05,Estonia,10,0
2020-06-06,Estonia,20,0
2020-06-07,Estonia,21,0
2020-06-08,Estonia,8,0
2020-06-09,Estonia,1,0
2020-06-10,Estonia,7,0
2020-06-11,Estonia,11,0
2020-06-12,Estonia,7,0
2020-06-13,Estonia,5,0
2020-06-14,Estonia,3,0
2020-06-15,Estonia,0,0
2020-06-16,Estonia,1,0
2020-06-17,Estonia,1,0
2020-06-18,Estonia,2,0
2020-06-19,Estonia,0,0
2020-06-20,Estonia,2,0
2020-06-21,Estonia,2,0
2020-06-22,Estonia,0,0
2020-06-23,Estonia,0,0
2020-06-24,Estonia,1,0
2020-06-25,Estonia,1,0
2020-06-26,Estonia,1,0
2020-06-27,Estonia,2,0
2020-06-28,Estonia,0,0
2020-06-29,Estonia,1,0
2020-06-30,Estonia,0,0
2020-07-01,Estonia,2,0
2020-07-02,Estonia,0,0
2020-07-03,Estonia,1,0
2020-07-04,Estonia,1,0
2020-07-05,Estonia,2,0
2020-07-06,Estonia,0,0
2020-07-07,Estonia,1,0
2020-07-08,Estonia,1,0
2020-07-09,Estonia,8,0
2020-07-10,Estonia,8,0
2020-07-11,Estonia,2,0
2020-07-12,Estonia,1,0
2020-07-13,Estonia,0,0
2020-07-14,Estonia,0,0
2020-07-15,Estonia,1,0
2020-07-16,Estonia,1,0
2020-07-17,Estonia,0,0
2020-07-18,Estonia,4,0
2020-07-19,Estonia,1,0
2020-07-20,Estonia,0,0
2020-07-21,Estonia,0,0
2020-07-22,Estonia,1,0
2020-07-23,Estonia,3,0
2020-07-24,Estonia,2,0
2020-07-25,Estonia,1,0
2020-07-26,Estonia,5,0
2020-07-27,Estonia,1,0
2020-07-28,Estonia,4,0
2020-07-29,Estonia,0,0
2020-07-30,Estonia,4,0
2020-07-31,Estonia,9,0
2020-08-01,Estonia,13,0
2020-08-02,Estonia,8,0
2020-08-03,Estonia,7,0
2020-08-04,Estonia,1,0
2020-08-05,Estonia,11,0
2020-08-06,Estonia,22,0
2020-08-07,Estonia,11,0
2020-08-08,Estonia,9,0
2020-08-09,Estonia,14,0
2020-08-10,Estonia,5,0
2020-08-11,Estonia,6,0
2020-08-12,Estonia,9,0
2020-08-13,Estonia,7,0
2020-08-14,Estonia,0,0
2020-08-15,Estonia,3,0
2020-08-16,Estonia,7,0
2020-08-17,Estonia,6,0
2020-08-18,Estonia,2,0
2020-08-19,Estonia,8,0
2020-08-20,Estonia,7,0
2020-08-21,Estonia,20,0
2020-08-22,Estonia,17,0
2020-08-23,Estonia,21,0
2020-08-24,Estonia,7,0
2020-08-25,Estonia,3,1
2020-08-26,Estonia,19,0
2020-08-27,Estonia,17,0
2020-08-28,Estonia,14,0
2020-08-29,Estonia,18,0
2020-08-30,Estonia,20,0
2020-08-31,Estonia,10,0
2020-09-01,Estonia,2,0
2020-09-02,Estonia,20,0
2020-09-03,Estonia,20,0
2020-09-04,Estonia,26,0
2020-09-05,Estonia,15,0
2020-09-06,Estonia,34,0
2020-09-07,Estonia,25,0
2020-09-08,Estonia,16,0
2020-09-09,Estonia,32,0
2020-09-10,Estonia,22,0
2020-09-11,Estonia,15,0
2020-09-12,Estonia,32,0
2020-09-13,Estonia,23,0
2020-09-14,Estonia,21,0
2020-09-15,Estonia,22,0
2020-09-16,Estonia,24,0
2020-09-17,Estonia,34,0
2020-09-18,Estonia,22,0
2020-09-19,Estonia,36,0
2020-09-20,Estonia,61,0
2020-09-21,Estonia,49,0
2020-09-22,Estonia,17,0
2020-09-23,Estonia,35,0
2020-09-24,Estonia,57,0
2020-09-25,Estonia,43,0
2020-09-26,Estonia,42,0
2020-09-27,Estonia,47,0
2020-09-28,Estonia,35,0
2020-09-29,Estonia,67,0
2020-09-30,Estonia,48,0
2020-10-01,Estonia,56,0
2020-10-02,Estonia,79,1
2020-10-03,Estonia,57,1
2020-10-04,Estonia,70,1
2020-10-05,Estonia,30,0
2020-10-06,Estonia,10,0
2020-10-07,Estonia,42,0
2020-10-08,Estonia,56,0
2020-10-09,Estonia,45,0
2020-10-10,Estonia,49,1
2020-10-11,Estonia,37,0
2020-10-12,Estonia,19,0
2020-10-13,Estonia,18,0
2020-10-14,Estonia,25,0
2020-10-15,Estonia,39,0
2020-10-16,Estonia,33,0
2020-10-17,Estonia,37,0
2020-10-18,Estonia,35,0
2020-10-19,Estonia,26,0
2020-10-20,Estonia,7,0
2020-10-21,Estonia,42,3
2020-10-22,Estonia,44,0
2020-10-23,Estonia,76,0
2020-10-24,Estonia,53,2
2020-10-25,Estonia,51,0
2020-10-26,Estonia,60,0
2020-10-27,Estonia,17,0
2020-10-28,Estonia,37,0
2020-10-29,Estonia,125,0
2020-10-30,Estonia,81,0
2020-10-31,Estonia,100,0
2020-11-01,Estonia,134,0
2020-11-02,Estonia,80,0
2020-11-03,Estonia,61,0
2020-11-04,Estonia,79,0
2020-11-05,Estonia,208,0
2020-11-06,Estonia,131,0
2020-11-07,Estonia,241,0
2020-11-08,Estonia,228,0
2020-11-09,Estonia,192,2
2020-11-10,Estonia,125,1
2020-11-11,Estonia,126,0
2020-11-12,Estonia,132,0
2020-11-13,Estonia,373,0
2020-11-14,Estonia,267,4
2020-11-15,Estonia,0,0
2020-11-16,Estonia,489,1
2020-11-17,Estonia,211,0
2020-11-18,Estonia,185,3
2020-11-19,Estonia,271,1
2020-11-20,Estonia,411,1
2020-11-21,Estonia,361,1
2020-11-22,Estonia,299,0
2020-11-23,Estonia,349,1
2020-11-24,Estonia,232,4
2020-11-25,Estonia,203,2
2020-11-26,Estonia,382,3
2020-11-27,Estonia,414,2
2020-11-28,Estonia,368,5
2020-11-29,Estonia,375,5
2020-11-30,Estonia,354,3
2020-12-01,Estonia,256,6
2020-12-02,Estonia,189,3
2020-12-03,Estonia,522,1
2020-12-04,Estonia,450,1
2020-12-05,Estonia,470,2
2020-12-06,Estonia,561,1
2020-12-07,Estonia,478,5
2020-12-08,Estonia,248,3
2020-12-09,Estonia,284,3
2020-12-10,Estonia,544,2
2020-12-11,Estonia,544,2
2020-12-12,Estonia,358,1
2020-12-13,Estonia,757,6
2020-12-14,Estonia,342,1
2020-12-15,Estonia,331,5
2020-12-16,Estonia,885,3
2020-12-17,Estonia,733,7
2020-12-18,Estonia,654,4
2020-12-19,Estonia,561,2
2020-12-20,Estonia,575,4
2020-12-21,Estonia,289,7
2020-12-22,Estonia,564,6
2020-12-23,Estonia,662,5
2020-12-24,Estonia,700,3
2020-12-25,Estonia,573,7
2020-12-26,Estonia,445,0
2020-12-27,Estonia,365,2
2020-12-28,Estonia,416,9
2020-12-29,Estonia,475,0
2020-12-30,Estonia,973,13
2020-12-31,Estonia,734,3
2021-01-01,Estonia,416,5
2021-01-02,Estonia,383,7
2021-01-03,Estonia,342,3
2021-01-04,Estonia,390,7
2021-01-05,Estonia,429,6
2021-01-06,Estonia,717,4
2021-01-07,Estonia,1084,4
2021-01-08,Estonia,786,5
2021-01-09,Estonia,552,8
2021-01-10,Estonia,427,5
2021-01-11,Estonia,289,4
2021-01-12,Estonia,333,5
2021-01-13,Estonia,853,0
2021-01-14,Estonia,630,9
2021-01-15,Estonia,475,10
2021-01-16,Estonia,595,9
2021-01-17,Estonia,388,5
2021-01-18,Estonia,265,8
2021-01-19,Estonia,597,11
2021-01-20,Estonia,603,5
2021-01-21,Estonia,668,5
2021-01-22,Estonia,489,4
2021-01-23,Estonia,483,10
2021-01-24,Estonia,532,8
2021-01-25,Estonia,259,7
2021-01-26,Estonia,355,9
2021-01-27,Estonia,636,6
2021-01-28,Estonia,690,8
2021-01-29,Estonia,687,3
2021-01-30,Estonia,404,2
2021-01-31,Estonia,461,8
2021-02-01,Estonia,367,3
2021-02-02,Estonia,403,2
2021-02-03,Estonia,685,9
2021-02-04,Estonia,671,10
2021-02-05,Estonia,591,4
2021-02-06,Estonia,587,9
2021-02-07,Estonia,416,5
2021-02-08,Estonia,339,0
2021-02-09,Estonia,542,13
2021-02-10,Estonia,796,3
2021-02-11,Estonia,675,3
2021-02-12,Estonia,713,6
2021-02-13,Estonia,756,5
2021-02-14,Estonia,667,4
2021-02-15,Estonia,411,6
2021-02-16,Estonia,617,7
2021-02-17,Estonia,856,2
2021-02-18,Estonia,995,4
2021-02-19,Estonia,951,4
2021-02-20,Estonia,787,10
2021-02-21,Estonia,583,7
2021-02-22,Estonia,829,5
2021-02-23,Estonia,962,13
2021-02-24,Estonia,1068,4
2021-02-25,Estonia,1152,10
2021-02-26,Estonia,1203,8
2021-02-27,Estonia,1569,0
2021-02-28,Estonia,1201,14
2021-03-01,Estonia,1028,9
2021-03-02,Estonia,1111,7
2021-03-03,Estonia,1454,10
2021-03-04,Estonia,1417,8
2021-03-05,Estonia,1534,14
2021-03-06,Estonia,1540,7
2021-03-07,Estonia,1319,9
2021-03-08,Estonia,1180,14
2021-03-09,Estonia,1308,2
2021-03-10,Estonia,1482,8
2021-03-11,Estonia,1956,9
2021-03-12,Estonia,1357,9
2021-03-13,Estonia,1586,15
2021-03-14,Estonia,935,9
2021-03-15,Estonia,1279,9
2021-03-16,Estonia,1462,11
2021-03-17,Estonia,1783,6
2021-03-18,Estonia,1700,13
2021-03-19,Estonia,1749,11
2021-03-20,Estonia,1248,11
2021-03-21,Estonia,1373,7
2021-03-22,Estonia,993,10
2021-03-23,Estonia,1062,12
2021-03-24,Estonia,1552,14
2021-03-25,Estonia,1429,13
2021-03-26,Estonia,1150,11
2021-03-27,Estonia,1151,0
2021-03-28,Estonia,892,0
2021-03-29,Estonia,584,32
2021-03-30,Estonia,1202,17
2021-03-31,Estonia,1008,6
2021-04-01,Estonia,829,6
2021-04-02,Estonia,1165,14
2021-04-03,Estonia,519,9
2021-04-04,Estonia,462,10
2021-04-05,Estonia,382,9
2021-04-06,Estonia,899,14
2021-04-07,Estonia,984,12
2021-04-08,Estonia,757,14
2021-04-09,Estonia,677,16
2021-04-10,Estonia,638,14
2021-04-11,Estonia,438,0
2021-04-12,Estonia,269,17
2021-04-13,Estonia,637,12
2021-04-14,Estonia,549,8
2021-04-15,Estonia,571,7
2021-04-16,Estonia,478,6
2021-04-17,Estonia,333,12
2021-04-18,Estonia,543,10
2021-04-19,Estonia,228,8
2021-04-20,Estonia,535,4
2021-04-21,Estonia,472,5
2021-04-22,Estonia,429,11
2021-04-23,Estonia,392,6
2021-04-24,Estonia,390,11
2021-04-25,Estonia,215,6
2021-04-26,Estonia,163,0
2021-04-27,Estonia,458,5
2021-04-28,Estonia,396,0
2021-04-29,Estonia,425,0
2021-04-30,Estonia,362,10
2021-05-01,Estonia,431,8
2021-05-02,Estonia,235,2
2020-01-03,Finland,0,0
2020-01-04,Finland,0,0
2020-01-05,Finland,0,0
2020-01-06,Finland,0,0
2020-01-07,Finland,0,0
2020-01-08,Finland,0,0
2020-01-09,Finland,0,0
2020-01-10,Finland,0,0
2020-01-11,Finland,0,0
2020-01-12,Finland,0,0
2020-01-13,Finland,0,0
2020-01-14,Finland,0,0
2020-01-15,Finland,0,0
2020-01-16,Finland,0,0
2020-01-17,Finland,0,0
2020-01-18,Finland,0,0
2020-01-19,Finland,0,0
2020-01-20,Finland,0,0
2020-01-21,Finland,0,0
2020-01-22,Finland,0,0
2020-01-23,Finland,0,0
2020-01-24,Finland,0,0
2020-01-25,Finland,0,0
2020-01-26,Finland,0,0
2020-01-27,Finland,0,0
2020-01-28,Finland,0,0
2020-01-29,Finland,1,0
2020-01-30,Finland,0,0
2020-01-31,Finland,0,0
2020-02-01,Finland,0,0
2020-02-02,Finland,0,0
2020-02-03,Finland,0,0
2020-02-04,Finland,0,0
2020-02-05,Finland,0,0
2020-02-06,Finland,0,0
2020-02-07,Finland,0,0
2020-02-08,Finland,0,0
2020-02-09,Finland,0,0
2020-02-10,Finland,0,0
2020-02-11,Finland,0,0
2020-02-12,Finland,0,0
2020-02-13,Finland,0,0
2020-02-14,Finland,0,0
2020-02-15,Finland,0,0
2020-02-16,Finland,0,0
2020-02-17,Finland,0,0
2020-02-18,Finland,0,0
2020-02-19,Finland,0,0
